t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct,reasoning_mode
11713.643,,qwen2.5:0.5b,run1_p11,55.42,49.0,,,n/a
11714.167,,qwen2.5:0.5b,run1_p11,55.62,50.0,,,n/a
11714.697,,qwen2.5:0.5b,run1_p12,47.66,50.0,,,n/a
11715.223,,qwen2.5:0.5b,run1_p12,43.57,46.0,,,n/a
11715.748,,qwen2.5:0.5b,run1_p12,48.68,49.0,,,n/a
11716.273,,qwen2.5:0.5b,run1_p12,54.66,49.0,,,n/a
11716.797,,qwen2.5:0.5b,run1_p12,55.13,50.0,,,n/a
11717.326,,qwen2.5:0.5b,run1_p13,54.28,50.0,,,n/a
11717.850,,qwen2.5:0.5b,run1_p13,51.49,49.0,,,n/a
11718.380,,qwen2.5:0.5b,run1_p13,50.86,49.0,,,n/a
11718.920,,qwen2.5:0.5b,run1_p13,54.66,50.0,,,n/a
11719.452,,qwen2.5:0.5b,run1_p14,48.01,47.0,,,n/a
11719.996,,qwen2.5:0.5b,run1_p14,42.94,49.0,,,n/a
11720.521,,qwen2.5:0.5b,run1_p14,49.81,49.0,,,n/a
11721.049,,qwen2.5:0.5b,run1_p14,55.10,50.0,,,n/a
11721.579,,qwen2.5:0.5b,run1_p14,55.46,50.0,,,n/a
11722.111,,qwen2.5:0.5b,run2_p0,47.36,50.0,,,n/a
11722.644,,qwen2.5:0.5b,run2_p1,35.90,47.0,,,n/a
11723.170,,qwen2.5:0.5b,run2_p1,37.75,47.0,,,n/a
11723.700,,qwen2.5:0.5b,run2_p2,41.50,49.0,,,n/a
11724.228,,qwen2.5:0.5b,run2_p2,41.06,46.0,,,n/a
11724.754,,qwen2.5:0.5b,run2_p2,48.52,49.0,,,n/a
11725.279,,qwen2.5:0.5b,run2_p3,49.65,49.0,,,n/a
11725.808,,qwen2.5:0.5b,run2_p4,42.87,47.0,,,n/a
11726.339,,qwen2.5:0.5b,run2_p4,42.33,49.0,,,n/a
11726.861,,qwen2.5:0.5b,run2_p4,48.91,49.0,,,n/a
11727.392,,qwen2.5:0.5b,run2_p5,50.31,47.0,,,n/a
11727.927,,qwen2.5:0.5b,run2_p5,46.40,49.0,,,n/a
11728.453,,qwen2.5:0.5b,run2_p5,51.31,49.0,,,n/a
11728.987,,qwen2.5:0.5b,run2_p6,51.11,48.0,,,n/a
11729.519,,qwen2.5:0.5b,run2_p6,46.02,48.0,,,n/a
11730.047,,qwen2.5:0.5b,run2_p6,50.86,49.0,,,n/a
11730.575,,qwen2.5:0.5b,run2_p6,55.35,50.0,,,n/a
11731.106,,qwen2.5:0.5b,run2_p7,56.48,51.0,,,n/a
11731.633,,qwen2.5:0.5b,run2_p7,68.56,52.0,,,n/a
11732.161,,qwen2.5:0.5b,run2_p7,81.82,54.0,,,n/a
11732.695,,qwen2.5:0.5b,run2_p8,82.49,56.0,,,n/a
11733.218,,qwen2.5:0.5b,run2_p8,79.16,49.0,,,n/a
11733.741,,qwen2.5:0.5b,run2_p8,84.36,55.0,,,n/a
11734.272,,qwen2.5:0.5b,run2_p9,67.06,49.0,,,n/a
11734.798,,qwen2.5:0.5b,run2_p9,62.48,55.0,,,n/a
11735.322,,qwen2.5:0.5b,run2_p9,83.78,56.0,,,n/a
11735.853,,qwen2.5:0.5b,run2_p10,68.75,49.0,,,n/a
11736.381,,qwen2.5:0.5b,run2_p10,65.90,55.0,,,n/a
11736.905,,qwen2.5:0.5b,run2_p10,84.97,56.0,,,n/a
11737.432,,qwen2.5:0.5b,run2_p11,77.43,52.0,,,n/a
11738.003,,qwen2.5:0.5b,run2_p11,73.55,55.0,,,n/a
11738.542,,qwen2.5:0.5b,run2_p11,92.44,56.0,,,n/a
11739.065,,qwen2.5:0.5b,run2_p11,93.21,56.0,,,n/a
11739.590,,qwen2.5:0.5b,run2_p12,93.78,57.0,,,n/a
11740.116,,qwen2.5:0.5b,run2_p12,85.42,51.0,,,n/a
11740.650,,qwen2.5:0.5b,run2_p12,84.45,56.0,,,n/a
11741.175,,qwen2.5:0.5b,run2_p12,90.21,56.0,,,n/a
11741.704,,qwen2.5:0.5b,run2_p13,73.38,50.0,,,n/a
11742.230,,qwen2.5:0.5b,run2_p13,70.53,56.0,,,n/a
11742.757,,qwen2.5:0.5b,run2_p13,83.69,57.0,,,n/a
11743.284,,qwen2.5:0.5b,run2_p13,94.80,57.0,,,n/a
11743.818,,qwen2.5:0.5b,run2_p14,88.78,58.0,,,n/a
11744.343,,qwen2.5:0.5b,run2_p14,80.54,56.0,,,n/a
11744.873,,qwen2.5:0.5b,run2_p14,85.96,57.0,,,n/a
11745.403,,qwen2.5:0.5b,run2_p14,93.25,58.0,,,n/a
11745.931,,qwen2.5:0.5b,run3_p0,66.86,52.0,,,n/a
11746.459,,qwen2.5:0.5b,run3_p1,43.68,51.0,,,n/a
11746.989,,qwen2.5:0.5b,run3_p2,49.21,53.0,,,n/a
11747.515,,qwen2.5:0.5b,run3_p2,69.36,50.0,,,n/a
11748.129,,qwen2.5:0.5b,run3_p3,77.12,51.0,,,n/a
11748.668,,qwen2.5:0.5b,run3_p3,78.70,57.0,,,n/a
11749.198,,qwen2.5:0.5b,run3_p4,74.64,52.0,,,n/a
11749.733,,qwen2.5:0.5b,run3_p5,68.69,53.0,,,n/a
11750.265,,qwen2.5:0.5b,run3_p5,72.05,56.0,,,n/a
11750.791,,qwen2.5:0.5b,run3_p5,84.17,57.0,,,n/a
11751.323,,qwen2.5:0.5b,run3_p6,72.20,51.0,,,n/a
11751.856,,qwen2.5:0.5b,run3_p6,65.96,56.0,,,n/a
11752.387,,qwen2.5:0.5b,run3_p6,85.44,57.0,,,n/a
11752.930,,qwen2.5:0.5b,run3_p6,91.99,58.0,,,n/a
11753.469,,qwen2.5:0.5b,run3_p7,74.50,53.0,,,n/a
11754.005,,qwen2.5:0.5b,run3_p7,66.57,55.0,,,n/a
11754.540,,qwen2.5:0.5b,run3_p7,83.72,57.0,,,n/a
11755.066,,qwen2.5:0.5b,run3_p8,68.64,53.0,,,n/a
11755.599,,qwen2.5:0.5b,run3_p8,62.03,51.0,,,n/a
11756.124,,qwen2.5:0.5b,run3_p8,84.56,57.0,,,n/a
11756.654,,qwen2.5:0.5b,run3_p8,92.39,58.0,,,n/a
11757.184,,qwen2.5:0.5b,run3_p9,89.49,58.0,,,n/a
11757.721,,qwen2.5:0.5b,run3_p10,73.93,53.0,,,n/a
11758.250,,qwen2.5:0.5b,run3_p10,72.68,58.0,,,n/a
11758.777,,qwen2.5:0.5b,run3_p10,82.84,58.0,,,n/a
11759.304,,qwen2.5:0.5b,run3_p10,92.22,58.0,,,n/a
11759.830,,qwen2.5:0.5b,run3_p10,92.14,58.0,,,n/a
11760.363,,qwen2.5:0.5b,run3_p11,75.09,53.0,,,n/a
11760.908,,qwen2.5:0.5b,run3_p11,64.86,57.0,,,n/a
11761.432,,qwen2.5:0.5b,run3_p11,84.01,58.0,,,n/a
11761.957,,qwen2.5:0.5b,run3_p11,91.73,58.0,,,n/a
11762.480,,qwen2.5:0.5b,run3_p11,94.09,59.0,,,n/a
11763.006,,qwen2.5:0.5b,run3_p12,77.25,57.0,,,n/a
11763.532,,qwen2.5:0.5b,run3_p12,70.56,55.0,,,n/a
11764.060,,qwen2.5:0.5b,run3_p12,88.37,59.0,,,n/a
11764.590,,qwen2.5:0.5b,run3_p12,94.37,59.0,,,n/a
11765.119,,qwen2.5:0.5b,run3_p12,93.30,59.0,,,n/a
11765.689,,qwen2.5:0.5b,run3_p13,81.14,53.0,,,n/a
11766.215,,qwen2.5:0.5b,run3_p13,77.14,59.0,,,n/a
11766.741,,qwen2.5:0.5b,run3_p13,88.59,59.0,,,n/a
11767.265,,qwen2.5:0.5b,run3_p13,93.64,59.0,,,n/a
11767.791,,qwen2.5:0.5b,run3_p13,95.93,60.0,,,n/a
11768.381,,qwen2.5:0.5b,run3_p13,97.20,60.0,,,n/a
11768.907,,qwen2.5:0.5b,run3_p13,97.68,60.0,,,n/a
11769.431,,qwen2.5:0.5b,run3_p13,98.57,60.0,,,n/a
11769.954,,qwen2.5:0.5b,run3_p13,98.78,60.0,,,n/a
11770.479,,qwen2.5:0.5b,run3_p13,99.14,60.0,,,n/a
11771.046,,qwen2.5:0.5b,run3_p13,99.23,60.0,,,n/a
11771.572,,qwen2.5:0.5b,run3_p13,99.80,61.0,,,n/a
11772.097,,qwen2.5:0.5b,run3_p14,100.70,61.0,,,n/a
11772.623,,qwen2.5:0.5b,run3_p14,93.30,59.0,,,n/a
11773.148,,qwen2.5:0.5b,run3_p14,90.94,60.0,,,n/a
11773.671,,qwen2.5:0.5b,run3_p14,96.55,60.0,,,n/a
11774.199,,qwen2.5:0.5b,run3_p14,96.58,60.0,,,n/a
11803.471,,qwen2.5:3b,idle,24.49,45.0,,,n/a
11803.999,,qwen2.5:3b,idle,24.58,45.0,,,n/a
11804.525,,qwen2.5:3b,idle,24.67,45.0,,,n/a
11805.048,,qwen2.5:3b,idle,23.01,45.0,,,n/a
11805.575,,qwen2.5:3b,idle,19.65,45.0,,,n/a
11806.114,,qwen2.5:3b,idle,17.75,45.0,,,n/a
11806.637,,qwen2.5:3b,idle,16.77,45.0,,,n/a
11807.164,,qwen2.5:3b,idle,16.72,45.0,,,n/a
11807.691,,qwen2.5:3b,idle,17.04,45.0,,,n/a
11808.216,,qwen2.5:3b,idle,17.45,44.0,,,n/a
11808.746,,qwen2.5:3b,idle,17.70,44.0,,,n/a
11809.285,,qwen2.5:3b,idle,17.64,44.0,,,n/a
11809.819,,qwen2.5:3b,idle,17.59,44.0,,,n/a
11810.349,,qwen2.5:3b,idle,17.30,44.0,,,n/a
11810.884,,qwen2.5:3b,idle,16.97,44.0,,,n/a
11811.415,,qwen2.5:3b,idle,17.28,44.0,,,n/a
11811.949,,qwen2.5:3b,idle,17.67,44.0,,,n/a
11812.476,,qwen2.5:3b,idle,17.63,44.0,,,n/a
11813.002,,qwen2.5:3b,idle,17.36,44.0,,,n/a
11813.534,,qwen2.5:3b,run1_p0,17.12,44.0,,,n/a
11814.065,,qwen2.5:3b,run1_p1,23.04,44.0,,,n/a
11814.605,,qwen2.5:3b,run1_p2,57.25,52.0,,,n/a
11815.129,,qwen2.5:3b,run1_p2,94.55,57.0,,,n/a
11815.653,,qwen2.5:3b,run1_p2,112.49,59.0,,,n/a
11816.222,,qwen2.5:3b,run1_p3,106.82,59.0,,,n/a
11816.744,,qwen2.5:3b,run1_p3,104.53,57.0,,,n/a
11817.272,,qwen2.5:3b,run1_p4,87.18,60.0,,,n/a
11817.798,,qwen2.5:3b,run1_p5,70.31,52.0,,,n/a
11818.324,,qwen2.5:3b,run1_p5,84.27,48.0,,,n/a
11818.854,,qwen2.5:3b,run1_p6,86.28,59.0,,,n/a
11819.420,,qwen2.5:3b,run1_p6,89.69,49.0,,,n/a
11819.942,,qwen2.5:3b,run1_p6,115.29,61.0,,,n/a
11820.467,,qwen2.5:3b,run1_p6,126.03,61.0,,,n/a
11820.990,,qwen2.5:3b,run1_p6,128.16,62.0,,,n/a
11821.516,,qwen2.5:3b,run1_p6,128.24,62.0,,,n/a
11822.039,,qwen2.5:3b,run1_p6,127.81,62.0,,,n/a
11822.565,,qwen2.5:3b,run1_p6,127.89,62.0,,,n/a
11823.092,,qwen2.5:3b,run1_p7,103.85,55.0,,,n/a
11823.617,,qwen2.5:3b,run1_p7,95.83,59.0,,,n/a
11824.142,,qwen2.5:3b,run1_p7,111.49,62.0,,,n/a
11824.669,,qwen2.5:3b,run1_p7,127.37,63.0,,,n/a
11825.192,,qwen2.5:3b,run1_p7,128.41,63.0,,,n/a
11825.714,,qwen2.5:3b,run1_p7,128.78,63.0,,,n/a
11826.240,,qwen2.5:3b,run1_p7,128.22,63.0,,,n/a
11826.763,,qwen2.5:3b,run1_p7,128.07,62.0,,,n/a
11827.333,,qwen2.5:3b,run1_p7,124.79,63.0,,,n/a
11827.861,,qwen2.5:3b,run1_p8,83.96,51.0,,,n/a
11828.386,,qwen2.5:3b,run1_p8,74.72,62.0,,,n/a
11828.910,,qwen2.5:3b,run1_p8,119.61,63.0,,,n/a
11829.433,,qwen2.5:3b,run1_p8,127.42,63.0,,,n/a
11829.957,,qwen2.5:3b,run1_p8,127.02,63.0,,,n/a
11830.480,,qwen2.5:3b,run1_p8,126.56,63.0,,,n/a
11831.006,,qwen2.5:3b,run1_p8,126.69,63.0,,,n/a
11831.529,,qwen2.5:3b,run1_p8,126.76,63.0,,,n/a
11832.056,,qwen2.5:3b,run1_p8,127.91,64.0,,,n/a
11832.580,,qwen2.5:3b,run1_p8,128.57,63.0,,,n/a
11833.108,,qwen2.5:3b,run1_p8,128.01,63.0,,,n/a
11833.633,,qwen2.5:3b,run1_p8,127.39,64.0,,,n/a
11834.156,,qwen2.5:3b,run1_p8,127.73,64.0,,,n/a
11834.680,,qwen2.5:3b,run1_p9,121.61,64.0,,,n/a
11835.205,,qwen2.5:3b,run1_p9,113.17,55.0,,,n/a
11835.729,,qwen2.5:3b,run1_p9,119.77,64.0,,,n/a
11836.255,,qwen2.5:3b,run1_p9,128.53,64.0,,,n/a
11836.797,,qwen2.5:3b,run1_p10,107.44,56.0,,,n/a
11837.322,,qwen2.5:3b,run1_p10,103.20,63.0,,,n/a
11837.844,,qwen2.5:3b,run1_p10,117.29,64.0,,,n/a
11838.369,,qwen2.5:3b,run1_p10,128.62,64.0,,,n/a
11838.898,,qwen2.5:3b,run1_p10,128.03,64.0,,,n/a
11839.434,,qwen2.5:3b,run1_p10,128.18,64.0,,,n/a
11839.961,,qwen2.5:3b,run1_p10,128.64,65.0,,,n/a
11840.487,,qwen2.5:3b,run1_p10,129.32,65.0,,,n/a
11841.036,,qwen2.5:3b,run1_p11,121.39,65.0,,,n/a
11841.563,,qwen2.5:3b,run1_p11,116.57,62.0,,,n/a
11842.092,,qwen2.5:3b,run1_p11,116.84,65.0,,,n/a
11842.623,,qwen2.5:3b,run1_p11,129.44,65.0,,,n/a
11843.148,,qwen2.5:3b,run1_p11,129.22,64.0,,,n/a
11843.675,,qwen2.5:3b,run1_p11,128.88,65.0,,,n/a
11844.203,,qwen2.5:3b,run1_p11,128.65,65.0,,,n/a
11844.726,,qwen2.5:3b,run1_p11,128.02,65.0,,,n/a
11845.251,,qwen2.5:3b,run1_p11,128.18,65.0,,,n/a
11845.778,,qwen2.5:3b,run1_p11,128.43,65.0,,,n/a
11846.305,,qwen2.5:3b,run1_p11,129.05,65.0,,,n/a
11846.831,,qwen2.5:3b,run1_p11,129.37,65.0,,,n/a
11847.354,,qwen2.5:3b,run1_p11,128.97,65.0,,,n/a
11847.879,,qwen2.5:3b,run1_p11,129.59,65.0,,,n/a
11848.417,,qwen2.5:3b,run1_p12,102.08,55.0,,,n/a
11848.944,,qwen2.5:3b,run1_p12,93.64,64.0,,,n/a
11849.469,,qwen2.5:3b,run1_p12,121.22,65.0,,,n/a
11849.994,,qwen2.5:3b,run1_p12,130.10,66.0,,,n/a
11850.516,,qwen2.5:3b,run1_p12,131.15,65.0,,,n/a
11851.040,,qwen2.5:3b,run1_p12,131.01,65.0,,,n/a
11851.565,,qwen2.5:3b,run1_p12,130.72,65.0,,,n/a
11852.117,,qwen2.5:3b,run1_p13,121.43,66.0,,,n/a
11852.640,,qwen2.5:3b,run1_p13,112.11,61.0,,,n/a
11853.167,,qwen2.5:3b,run1_p13,119.95,65.0,,,n/a
11853.691,,qwen2.5:3b,run1_p13,127.89,65.0,,,n/a
11854.218,,qwen2.5:3b,run1_p13,127.51,65.0,,,n/a
11854.746,,qwen2.5:3b,run1_p13,127.68,65.0,,,n/a
11855.271,,qwen2.5:3b,run1_p13,127.80,65.0,,,n/a
11855.796,,qwen2.5:3b,run1_p13,127.92,65.0,,,n/a
11856.327,,qwen2.5:3b,run1_p14,127.07,65.0,,,n/a
11856.853,,qwen2.5:3b,run1_p14,119.59,64.0,,,n/a
11857.376,,qwen2.5:3b,run1_p14,115.21,64.0,,,n/a
11857.902,,qwen2.5:3b,run1_p14,121.76,64.0,,,n/a
11858.426,,qwen2.5:3b,run1_p14,124.31,65.0,,,n/a
11858.950,,qwen2.5:3b,run1_p14,125.65,64.0,,,n/a
11859.477,,qwen2.5:3b,run1_p14,125.73,65.0,,,n/a
11860.001,,qwen2.5:3b,run1_p14,126.88,65.0,,,n/a
11860.529,,qwen2.5:3b,run1_p14,128.24,65.0,,,n/a
11861.055,,qwen2.5:3b,run1_p14,129.15,66.0,,,n/a
11861.583,,qwen2.5:3b,run1_p14,129.77,65.0,,,n/a
11862.108,,qwen2.5:3b,run1_p14,130.17,66.0,,,n/a
11862.634,,qwen2.5:3b,run1_p14,129.40,66.0,,,n/a
11863.157,,qwen2.5:3b,run1_p14,129.46,66.0,,,n/a
11863.682,,qwen2.5:3b,run2_p0,110.49,56.0,,,n/a
11864.208,,qwen2.5:3b,run2_p1,68.56,54.0,,,n/a
11864.737,,qwen2.5:3b,run2_p2,58.21,55.0,,,n/a
11865.261,,qwen2.5:3b,run2_p2,81.58,63.0,,,n/a
11865.796,,qwen2.5:3b,run2_p3,112.87,65.0,,,n/a
11866.326,,qwen2.5:3b,run2_p4,87.61,58.0,,,n/a
11866.850,,qwen2.5:3b,run2_p5,67.31,59.0,,,n/a
11867.372,,qwen2.5:3b,run2_p5,96.24,63.0,,,n/a
11867.899,,qwen2.5:3b,run2_p6,79.76,54.0,,,n/a
11868.425,,qwen2.5:3b,run2_p6,81.61,60.0,,,n/a
11868.954,,qwen2.5:3b,run2_p6,117.30,64.0,,,n/a
11869.485,,qwen2.5:3b,run2_p6,129.41,65.0,,,n/a
11870.012,,qwen2.5:3b,run2_p6,129.97,65.0,,,n/a
11870.541,,qwen2.5:3b,run2_p6,129.82,65.0,,,n/a
11871.068,,qwen2.5:3b,run2_p6,129.69,65.0,,,n/a
11871.630,,qwen2.5:3b,run2_p6,129.70,65.0,,,n/a
11872.163,,qwen2.5:3b,run2_p7,108.32,54.0,,,n/a
11872.686,,qwen2.5:3b,run2_p7,100.25,64.0,,,n/a
11873.218,,qwen2.5:3b,run2_p7,111.17,65.0,,,n/a
11873.746,,qwen2.5:3b,run2_p7,129.00,65.0,,,n/a
11874.270,,qwen2.5:3b,run2_p7,128.65,65.0,,,n/a
11874.793,,qwen2.5:3b,run2_p7,128.52,65.0,,,n/a
11875.325,,qwen2.5:3b,run2_p7,129.40,65.0,,,n/a
11875.849,,qwen2.5:3b,run2_p7,129.99,65.0,,,n/a
11876.371,,qwen2.5:3b,run2_p7,130.08,65.0,,,n/a
11876.898,,qwen2.5:3b,run2_p8,97.06,55.0,,,n/a
11877.422,,qwen2.5:3b,run2_p8,86.78,63.0,,,n/a
11877.946,,qwen2.5:3b,run2_p8,119.25,65.0,,,n/a
11878.474,,qwen2.5:3b,run2_p8,129.69,65.0,,,n/a
11878.997,,qwen2.5:3b,run2_p8,129.96,65.0,,,n/a
11879.522,,qwen2.5:3b,run2_p8,129.72,65.0,,,n/a
11880.047,,qwen2.5:3b,run2_p8,129.66,65.0,,,n/a
11880.573,,qwen2.5:3b,run2_p8,129.80,65.0,,,n/a
11881.099,,qwen2.5:3b,run2_p8,128.44,65.0,,,n/a
11881.622,,qwen2.5:3b,run2_p8,126.84,65.0,,,n/a
11882.147,,qwen2.5:3b,run2_p9,128.69,65.0,,,n/a
11882.671,,qwen2.5:3b,run2_p9,121.58,65.0,,,n/a
11883.198,,qwen2.5:3b,run2_p9,120.52,65.0,,,n/a
11883.724,,qwen2.5:3b,run2_p9,129.35,66.0,,,n/a
11884.248,,qwen2.5:3b,run2_p10,106.48,55.0,,,n/a
11884.776,,qwen2.5:3b,run2_p10,95.67,64.0,,,n/a
11885.301,,qwen2.5:3b,run2_p10,118.32,65.0,,,n/a
11885.826,,qwen2.5:3b,run2_p10,128.63,65.0,,,n/a
11886.352,,qwen2.5:3b,run2_p10,129.06,65.0,,,n/a
11886.907,,qwen2.5:3b,run2_p10,129.08,65.0,,,n/a
11887.434,,qwen2.5:3b,run2_p10,129.23,65.0,,,n/a
11887.959,,qwen2.5:3b,run2_p10,129.51,65.0,,,n/a
11888.487,,qwen2.5:3b,run2_p11,113.78,66.0,,,n/a
11889.013,,qwen2.5:3b,run2_p11,102.86,58.0,,,n/a
11889.540,,qwen2.5:3b,run2_p11,117.97,65.0,,,n/a
11890.065,,qwen2.5:3b,run2_p11,128.85,66.0,,,n/a
11890.589,,qwen2.5:3b,run2_p11,129.90,65.0,,,n/a
11891.113,,qwen2.5:3b,run2_p11,130.57,66.0,,,n/a
11891.636,,qwen2.5:3b,run2_p11,130.57,66.0,,,n/a
11892.159,,qwen2.5:3b,run2_p11,130.52,66.0,,,n/a
11892.684,,qwen2.5:3b,run2_p11,130.92,66.0,,,n/a
11893.207,,qwen2.5:3b,run2_p11,130.52,66.0,,,n/a
11893.730,,qwen2.5:3b,run2_p11,130.24,66.0,,,n/a
11894.255,,qwen2.5:3b,run2_p11,130.64,66.0,,,n/a
11894.780,,qwen2.5:3b,run2_p11,131.03,66.0,,,n/a
11895.305,,qwen2.5:3b,run2_p11,130.84,66.0,,,n/a
11895.830,,qwen2.5:3b,run2_p11,130.82,66.0,,,n/a
11896.358,,qwen2.5:3b,run2_p12,95.11,58.0,,,n/a
11896.904,,qwen2.5:3b,run2_p12,84.20,58.0,,,n/a
11897.428,,qwen2.5:3b,run2_p12,118.98,65.0,,,n/a
11897.954,,qwen2.5:3b,run2_p12,127.98,65.0,,,n/a
11898.479,,qwen2.5:3b,run2_p12,126.77,65.0,,,n/a
11899.005,,qwen2.5:3b,run2_p12,128.01,66.0,,,n/a
11899.530,,qwen2.5:3b,run2_p12,130.11,66.0,,,n/a
11900.053,,qwen2.5:3b,run2_p12,130.57,65.0,,,n/a
11900.583,,qwen2.5:3b,run2_p13,110.79,56.0,,,n/a
11901.106,,qwen2.5:3b,run2_p13,100.72,65.0,,,n/a
11901.637,,qwen2.5:3b,run2_p13,110.95,65.0,,,n/a
11902.161,,qwen2.5:3b,run2_p13,128.19,65.0,,,n/a
11902.688,,qwen2.5:3b,run2_p13,129.66,66.0,,,n/a
11903.218,,qwen2.5:3b,run2_p13,130.32,66.0,,,n/a
11903.743,,qwen2.5:3b,run2_p13,130.20,66.0,,,n/a
11904.272,,qwen2.5:3b,run2_p13,130.20,66.0,,,n/a
11904.798,,qwen2.5:3b,run2_p13,130.24,66.0,,,n/a
11905.323,,qwen2.5:3b,run2_p13,130.36,66.0,,,n/a
11905.850,,qwen2.5:3b,run2_p14,107.05,60.0,,,n/a
11906.376,,qwen2.5:3b,run2_p14,94.88,63.0,,,n/a
11906.904,,qwen2.5:3b,run2_p14,117.67,65.0,,,n/a
11907.429,,qwen2.5:3b,run2_p14,128.68,65.0,,,n/a
11907.956,,qwen2.5:3b,run2_p14,129.06,66.0,,,n/a
11908.482,,qwen2.5:3b,run2_p14,130.22,66.0,,,n/a
11909.005,,qwen2.5:3b,run2_p14,130.87,66.0,,,n/a
11909.529,,qwen2.5:3b,run2_p14,130.71,66.0,,,n/a
11910.053,,qwen2.5:3b,run2_p14,130.85,66.0,,,n/a
11910.580,,qwen2.5:3b,run2_p14,130.65,66.0,,,n/a
11911.103,,qwen2.5:3b,run2_p14,130.60,66.0,,,n/a
11911.624,,qwen2.5:3b,run2_p14,130.95,66.0,,,n/a
11912.149,,qwen2.5:3b,run2_p14,131.14,66.0,,,n/a
11912.673,,qwen2.5:3b,run3_p0,114.78,59.0,,,n/a
11913.208,,qwen2.5:3b,run3_p1,80.10,55.0,,,n/a
11913.733,,qwen2.5:3b,run3_p2,58.18,56.0,,,n/a
11914.257,,qwen2.5:3b,run3_p2,86.76,63.0,,,n/a
11914.784,,qwen2.5:3b,run3_p3,86.60,56.0,,,n/a
11915.310,,qwen2.5:3b,run3_p3,89.78,62.0,,,n/a
11915.840,,qwen2.5:3b,run3_p4,86.54,58.0,,,n/a
11916.365,,qwen2.5:3b,run3_p4,89.15,60.0,,,n/a
11916.907,,qwen2.5:3b,run3_p5,79.82,57.0,,,n/a
11917.433,,qwen2.5:3b,run3_p5,82.05,53.0,,,n/a
11917.967,,qwen2.5:3b,run3_p6,90.81,53.0,,,n/a
11918.495,,qwen2.5:3b,run3_p6,92.15,64.0,,,n/a
11919.057,,qwen2.5:3b,run3_p6,116.85,65.0,,,n/a
11919.581,,qwen2.5:3b,run3_p6,128.67,65.0,,,n/a
11920.105,,qwen2.5:3b,run3_p6,129.23,65.0,,,n/a
11920.627,,qwen2.5:3b,run3_p6,129.40,65.0,,,n/a
11921.149,,qwen2.5:3b,run3_p6,130.72,65.0,,,n/a
11921.672,,qwen2.5:3b,run3_p6,131.03,66.0,,,n/a
11922.198,,qwen2.5:3b,run3_p6,130.96,65.0,,,n/a
11922.735,,qwen2.5:3b,run3_p7,122.85,66.0,,,n/a
11923.258,,qwen2.5:3b,run3_p7,116.14,62.0,,,n/a
11923.781,,qwen2.5:3b,run3_p7,115.57,65.0,,,n/a
11924.307,,qwen2.5:3b,run3_p7,130.19,65.0,,,n/a
11924.828,,qwen2.5:3b,run3_p7,130.41,65.0,,,n/a
11925.357,,qwen2.5:3b,run3_p7,130.65,66.0,,,n/a
11925.880,,qwen2.5:3b,run3_p7,129.29,66.0,,,n/a
11926.406,,qwen2.5:3b,run3_p7,127.40,65.0,,,n/a
11926.930,,qwen2.5:3b,run3_p7,127.97,66.0,,,n/a
11927.467,,qwen2.5:3b,run3_p8,110.83,58.0,,,n/a
11927.991,,qwen2.5:3b,run3_p8,105.33,64.0,,,n/a
11928.517,,qwen2.5:3b,run3_p8,115.34,65.0,,,n/a
11929.040,,qwen2.5:3b,run3_p8,129.00,66.0,,,n/a
11929.566,,qwen2.5:3b,run3_p8,129.22,66.0,,,n/a
11930.095,,qwen2.5:3b,run3_p8,128.64,65.0,,,n/a
11930.634,,qwen2.5:3b,run3_p8,128.36,65.0,,,n/a
11931.162,,qwen2.5:3b,run3_p8,128.44,66.0,,,n/a
11931.687,,qwen2.5:3b,run3_p8,126.70,65.0,,,n/a
11932.215,,qwen2.5:3b,run3_p8,126.21,65.0,,,n/a
11932.744,,qwen2.5:3b,run3_p8,128.67,66.0,,,n/a
11933.269,,qwen2.5:3b,run3_p8,130.25,66.0,,,n/a
11933.794,,qwen2.5:3b,run3_p8,131.15,66.0,,,n/a
11934.317,,qwen2.5:3b,run3_p8,131.65,66.0,,,n/a
11934.844,,qwen2.5:3b,run3_p9,109.78,66.0,,,n/a
11935.372,,qwen2.5:3b,run3_p9,102.23,55.0,,,n/a
11935.912,,qwen2.5:3b,run3_p9,114.94,65.0,,,n/a
11936.435,,qwen2.5:3b,run3_p9,130.22,66.0,,,n/a
11936.966,,qwen2.5:3b,run3_p10,123.55,60.0,,,n/a
11937.491,,qwen2.5:3b,run3_p10,117.23,65.0,,,n/a
11938.013,,qwen2.5:3b,run3_p10,116.78,66.0,,,n/a
11938.539,,qwen2.5:3b,run3_p10,129.41,65.0,,,n/a
11939.063,,qwen2.5:3b,run3_p10,128.22,65.0,,,n/a
11939.586,,qwen2.5:3b,run3_p10,127.13,65.0,,,n/a
11940.115,,qwen2.5:3b,run3_p10,126.70,65.0,,,n/a
11940.638,,qwen2.5:3b,run3_p10,128.57,66.0,,,n/a
11941.162,,qwen2.5:3b,run3_p10,129.81,65.0,,,n/a
11941.691,,qwen2.5:3b,run3_p11,106.98,60.0,,,n/a
11942.214,,qwen2.5:3b,run3_p11,96.24,63.0,,,n/a
11942.737,,qwen2.5:3b,run3_p11,120.22,66.0,,,n/a
11943.261,,qwen2.5:3b,run3_p11,132.87,66.0,,,n/a
11943.785,,qwen2.5:3b,run3_p11,132.78,66.0,,,n/a
